Rubber_content,Aggregate_size,Water_cement_ratio,Compressive_strength,Flexural_strength,Damping_ratio,Cement_content,Fine_aggregate_content,Coarse_aggregate_content,Crumb_rubber_kg_m3,Water_kg,Water_percent
2.9,10.71,0.44,53.23,9.28,0.02,381.1003733,690.934906,1155.509848,2.9,167.6841642,6.9922904
5.31,10.42,0.61,46.72,8.63,0.0338,491.64316,651.3553849,1167.521895,5.31,299.9023276,11.46532747
29.62,22.11,0.31,23.53,3.84,0.1919,435.5046182,803.1296157,1053.025654,29.62,135.0064317,5.496363782
13.32,5.64,0.57,37.25,5.33,0.0749,499.0473561,607.4304964,1123.219635,13.32,284.456993,11.25459407
15.96,6.52,0.63,32.19,3.11,0.0991,344.9132199,648.0532475,1111.422075,15.96,217.2953285,9.295484705
26.21,10.48,0.67,19.12,2.58,0.1678,453.5917215,870.7824328,1045.463451,26.21,303.9064534,11.2559861
29.87,9,0.65,13.72,2,0.187,402.2228629,899.2629445,1097.975618,29.87,261.4448609,9.716335848
17.48,9.64,0.43,33.37,4.92,0.1091,414.587278,746.2771433,1109.713657,17.48,178.2725295,7.228249488
24.37,20.96,0.53,22.79,3.35,0.1566,496.8877041,748.6110219,1163.467975,24.37,263.3504832,9.765703813
9.81,16.26,0.33,47.99,8.72,0.0601,423.8771839,832.0196287,1092.197875,9.81,139.8794707,5.60014244
9.17,5.12,0.4,49.54,7.44,0.0529,477.7397163,610.8568733,1016.183196,9.17,191.0958865,8.290329723
12.08,13.59,0.34,43.4,8.02,0.0688,439.6650516,728.1064446,1097.459192,12.08,149.4861176,6.159811865
20.18,13.16,0.43,33.62,4.17,0.1356,308.0249468,629.9483645,1167.590189,20.18,132.4507271,5.865338132
20.47,7.28,0.65,24.28,2.68,0.1356,433.8732163,720.2779148,1114.25109,20.47,282.0175906,10.96964908
9.46,18.52,0.44,44.71,9.34,0.06,386.5494295,895.1465523,1063.773046,9.46,170.081749,6.735882103
4,19.04,0.52,51.49,9.69,0.0262,482.1355585,826.0899842,1184.19419,4,250.7104904,9.126268872
18.97,19.42,0.47,33.56,5.3,0.1199,457.5035784,895.5137627,1031.130277,18.97,215.0266818,8.212942344
3.85,19.57,0.48,47.39,9.41,0.0287,302.9096313,823.8145877,1065.37553,3.85,145.396623,6.209957857
17.35,5,0.69,26.39,3.61,0.1123,309.4614416,782.4330215,1087.426938,17.35,213.5283947,8.859364898
20.8,24.08,0.42,34,6.09,0.1297,295.3144204,826.2662499,1147.595578,20.8,124.0320566,5.138012837
21.02,21.28,0.55,27.53,5.01,0.137,388.5138724,797.7275019,1167.149358,21.02,213.6826298,8.256372546
22.6,23.08,0.47,25.54,4.56,0.1521,297.769787,739.219809,1011.712095,22.6,139.9517999,6.32907084
26.19,5.31,0.32,26.21,2.73,0.1724,439.209234,687.7639002,1158.407164,26.19,140.5469549,5.731657192
15,23.68,0.5,37.54,7.73,0.0965,401.5188879,756.0534178,1144.105683,15,200.759444,7.974754063
21.91,21.2,0.63,25.94,4.46,0.1424,463.8947039,677.5480422,1178.930461,21.91,292.2536634,11.09317037
18.58,21.74,0.34,36.56,6.01,0.1185,341.5550735,746.0029039,1180.088598,18.58,116.128725,4.833952953
5.6,6.87,0.33,57.4,7.59,0.0321,394.2109725,643.8406218,1155.505112,5.6,130.0896209,5.585052101
0.77,19.78,0.36,58.88,10,0.02,305.8455309,769.6185297,1038.040537,0.77,110.1043911,4.949893507
8.54,24.2,0.61,40.1,8.73,0.0526,474.6142006,673.5851072,1062.774301,8.54,289.5146624,11.53891591
13.29,18.57,0.59,33.73,5.88,0.0912,318.5010917,688.0824312,1187.26394,13.29,187.9156441,7.845990704
18.51,16.41,0.53,29.05,4.95,0.1198,302.5196953,749.7084425,1119.63466,18.51,160.3354385,6.820729005
25.5,23.91,0.49,24.45,3.67,0.1651,325.1111317,648.7578759,1107.752147,25.5,159.3044545,7.028885214
5.89,13.86,0.66,41.3,7.9,0.044,457.3709275,888.7139651,1183.141888,5.89,301.8648122,10.64035145
3.77,16.99,0.61,49.63,8.76,0.0241,303.2791961,734.0832946,1174.839715,3.77,185.0003096,7.705223964
28.9,14.53,0.62,18.5,2,0.1894,415.1740489,705.6837689,1145.499231,28.9,257.4079103,10.08388937
3.24,23.66,0.63,47.62,9.84,0.02,444.1598861,608.7589815,1176.450461,3.24,279.8207283,11.13745346
14.35,6.52,0.56,32.7,4.62,0.0987,445.2378553,852.9763089,1022.766995,14.35,249.333199,9.646637411
17.57,15.02,0.48,32.08,5.77,0.1146,321.8133951,787.7501746,1151.508793,17.57,154.4704296,6.348675248
16.24,18.74,0.65,32.65,4.64,0.1031,293.5572796,724.9215465,1193.12804,16.24,190.8122318,7.889174291
2.58,20.84,0.67,44.66,10,0.0217,378.7374044,673.6598398,1009.795358,2.58,253.754061,10.94462552
1.71,16.66,0.31,59.91,10,0.02,324.546776,823.5412256,1044.60913,1.71,100.6095005,4.383824462
3.16,23.18,0.32,56.53,10,0.02,433.839578,883.6423727,1158.793678,3.16,138.828665,5.302316703
17.57,23.84,0.68,27.52,5.12,0.1092,358.4724159,714.2429117,1104.009433,17.57,243.7612428,9.99818062
16.33,6.29,0.41,35.67,4.93,0.1151,378.857867,640.4628205,1017.323671,16.33,155.3317255,7.03397625
7.01,13.05,0.65,40.92,7.5,0.046,304.9666853,632.7584242,1053.591606,7.01,198.2283454,9.024510652
19.13,5.47,0.46,32.75,3.99,0.1206,404.861063,601.9085917,1064.81192,19.13,186.236089,8.179199371
24.6,11.59,0.35,31.11,3.21,0.1524,320.8153217,823.1866322,1064.212544,24.6,112.2853626,4.788084485
1.25,15.74,0.33,55.77,10,0.02,429.3768454,894.4186158,1175.53455,1.25,141.694359,5.362590675
14.94,23.22,0.36,39.66,7.34,0.1051,295.657141,897.8453258,1132.407291,14.94,106.4365707,4.349167054
20.68,21.93,0.4,32.28,4.9,0.1261,494.6968103,835.2591763,1146.983456,20.68,197.8787241,7.341081756
7.57,7.55,0.5,46.38,7.85,0.0441,430.5959353,648.6551335,1002.714018,7.57,215.2979676,9.341152378
9.23,6.86,0.58,38.69,6.49,0.0562,319.9805049,893.3128368,1085.502401,9.23,185.5886929,7.442557688
18.41,16.79,0.69,23.44,4.03,0.1236,283.100822,698.3440329,1063.564126,18.41,195.3395672,8.64809421
26.94,15.64,0.48,23.72,2.04,0.1765,353.5818363,700.0858828,1170.38508,26.94,169.7192814,7.011130433
24.3,10.33,0.51,21.59,2.13,0.1637,313.6189181,806.2010859,1190.773931,24.3,159.9456482,6.411059425
17.49,22.99,0.51,35.32,6.98,0.1132,328.0504933,614.7147561,1084.66817,17.49,167.3057516,7.562767627
21.91,23.55,0.52,26.93,4.39,0.1519,472.0050569,847.730919,1194.612123,21.91,245.4426296,8.823473606
10.94,13.05,0.51,37.56,7.29,0.0662,412.7050252,899.1891829,1002.871841,10.94,210.4795629,8.29905989
19.23,22.81,0.3,35.86,6.58,0.1152,318.8206837,832.5209334,1065.143881,19.23,95.6462051,4.1025897
13.99,12.68,0.3,43.96,5.68,0.091,402.4650682,834.5029474,1154.986236,13.99,120.7395204,4.778576639
5.7,19.74,0.34,50.92,10,0.0323,336.2717438,717.0941012,1072.019926,5.7,114.3323929,5.091808498
21.05,14.52,0.34,33.56,5.28,0.1242,494.7641902,619.7764167,1184.192466,21.05,168.2198247,6.761239097
16.69,7.45,0.58,32.99,3.94,0.1033,287.2065907,837.8002303,1043.692978,16.69,166.5798226,7.082566927
10.76,23.56,0.38,44.23,8.7,0.0663,441.1100529,779.1474261,1159.133345,10.76,167.6218201,6.553429229
27.34,14.08,0.66,14.58,2,0.1741,450.0593458,872.8016067,1040.34045,27.34,297.0391682,11.05228886
0.63,19.69,0.67,47.51,10,0.02,294.7758081,634.7888701,1039.420984,0.63,197.4997914,9.113487292
9.47,12.34,0.69,39.75,5.99,0.0577,317.8112601,691.5369189,1089.149872,9.47,219.2897695,9.422667638
1.71,5.38,0.68,50.05,7.89,0.02,364.547465,708.1968461,1188.988118,1.71,247.8922762,9.870937383
23,7.01,0.41,25.1,2.89,0.1495,470.9940618,804.9839126,1117.090992,23,193.1075654,7.401092374
21.06,14.92,0.5,30.79,4.19,0.1225,398.1399865,836.3235489,1127.006579,21.06,199.0699932,7.711108806
9.94,18.8,0.37,46.47,9.23,0.0596,424.167507,888.3061226,1001.946534,9.94,156.9419776,6.32498457
20.27,11.69,0.62,27.85,4.37,0.1316,452.2628238,688.6221475,1011.323041,20.27,280.4029508,11.43157597
11.88,18.91,0.66,33.98,6.35,0.0757,462.1870134,748.0909226,1013.386805,11.88,305.0434289,12.00680348
22.69,18.97,0.64,19.02,3.58,0.1532,384.7825995,608.688279,1163.928435,22.69,246.2608637,10.14943622
13.63,19.08,0.47,39.62,6.99,0.0772,391.9344905,675.8963634,1047.370424,13.63,184.2092105,7.963942328
12.37,14.85,0.6,34.17,5.77,0.0753,437.9612886,712.2010524,1065.767637,12.37,262.7767731,10.54872248
28.04,23.3,0.34,22.4,4.93,0.1769,337.9353189,778.141862,1121.990556,28.04,114.8980084,4.825608198
7.53,14.78,0.32,47.85,9.82,0.0477,467.987742,741.2536481,1116.790864,7.53,149.7560774,6.030482503
3.61,14.01,0.6,47.83,8.9,0.0215,284.5731014,709.3425179,1082.1059,3.61,170.7438608,7.587350198
17.54,8.99,0.47,34.13,5.58,0.1205,323.0697525,787.22339,1000.860041,17.54,151.8427837,6.658206046
29.08,11.15,0.7,14.72,2,0.1837,456.0439875,848.5847031,1089.920515,29.08,319.2307912,11.63861049
11.34,5.85,0.34,46.57,7.03,0.0599,354.8568066,672.5043399,1147.776523,11.34,120.6513142,5.229500175
1.86,17.67,0.64,46.66,9.66,0.02,312.9632232,702.8627638,1047.047863,1.86,200.2964628,8.842992595
10.18,9.97,0.49,41.88,7.74,0.0553,321.0860463,811.4770949,1141.671602,10.18,157.3321627,6.443426314
15.18,11.08,0.63,30.84,4.43,0.1004,396.7664084,833.3821796,1003.030564,15.18,249.9628373,10.00522904
4.86,20.42,0.63,43.94,9.79,0.0252,466.1599365,847.6190615,1181.601561,4.86,293.68076,10.51141841
19.74,11.54,0.67,23.38,3.29,0.1174,295.5431575,662.7993657,1190.007842,19.74,198.0139155,8.368773818
29.93,9.84,0.42,21.29,2.17,0.1877,286.7058,761.7800884,1000.492297,29.93,120.416436,5.475155184
13.55,8.38,0.68,34.49,4.87,0.09,382.3369899,870.0033296,1091.563683,13.55,259.9891531,9.932943628
10.64,20.5,0.36,43.78,8.72,0.0585,490.3612313,717.5851365,1082.764388,10.64,176.5300433,7.124234682
12.02,7.59,0.33,47.15,6.97,0.0735,341.3821568,728.9649271,1168.376671,12.02,112.6561117,4.76669705
3.45,14.08,0.47,50.9,9.24,0.0219,491.0175186,895.4468832,1108.144318,3.45,230.7782337,8.45701805
26.5,15.14,0.63,18.74,2,0.1639,475.2898588,633.9157938,1122.273094,26.5,299.4326111,11.70842579
12.44,18.75,0.49,35.99,7.88,0.0779,342.2897168,811.6805968,1040.501201,12.44,167.7219612,7.063067331
11.62,17.67,0.63,32.49,5.47,0.083,459.7285741,855.0552381,1015.412934,11.62,289.6290017,11.00645917
19.79,21.21,0.59,27.78,4.11,0.1293,430.8908066,645.238055,1138.466219,19.79,254.2255759,10.21556245
13.26,5.9,0.38,43.15,5.83,0.0784,392.6009256,814.3359708,1124.135198,13.26,149.1883517,5.983041042
19.45,10.93,0.68,23.93,2.82,0.1276,373.0415515,740.9214666,1166.465747,19.45,253.668255,9.933956689
1.84,10.6,0.32,60,10,0.02,459.4106063,855.8672654,1168.936689,1.84,147.011394,5.583278069
24.41,7.92,0.66,21.4,2.3,0.162,454.4774752,872.2356951,1126.207055,24.41,299.9551336,10.80029939
28.22,10.78,0.42,20.67,2.3,0.1852,446.5259939,861.7454709,1107.672277,28.22,187.5409174,7.126214441
19.46,11.2,0.5,30.7,3.96,0.1232,499.6163093,619.3155413,1182.801654,19.46,249.8081546,9.716374696
28.64,15.44,0.47,25.52,2.78,0.181,385.2727414,827.056583,1160.252827,28.64,181.0781885,7.012282253
4.54,18.27,0.37,50,9.33,0.0201,457.5230551,876.4582725,1176.484999,4.54,169.2835304,6.306454944
14.32,12.62,0.44,39.57,7.32,0.0816,469.7452407,786.4045322,1199.16818,14.32,206.6879059,7.722822887
18.05,19.39,0.38,35.37,5.79,0.1105,326.5525679,780.2628181,1080.701158,18.05,124.0899758,5.326535254
17.45,11.72,0.38,38.02,5.4,0.1069,289.2546173,613.5016162,1143.386932,17.45,109.9167546,5.057108482
12.04,10.81,0.37,45.84,6.88,0.0767,369.0446485,856.8099067,1137.613563,12.04,136.5465199,5.435650876
10.14,15.82,0.5,41.19,7.03,0.067,468.4820706,613.9210682,1034.828543,10.14,234.2410353,9.918689615
3.8,5.47,0.62,48.1,8.77,0.0223,343.6027219,694.0528819,1127.30972,3.8,213.0336876,8.944234444
11.75,6.6,0.53,43.51,6.39,0.0766,434.0022339,877.7589196,1085.617855,11.75,230.021184,8.7157292
4.88,13.36,0.66,43.56,8.69,0.0254,281.6165906,884.9235428,1090.127118,4.88,185.8669498,7.59442148
22.03,23.86,0.55,27.49,3.89,0.145,358.1801751,897.5701621,1036.027598,22.03,196.9990963,7.846046862
6.26,19.43,0.58,43.03,8.78,0.0348,415.4136728,742.9206857,1148.947869,6.26,240.9399303,9.432045924
1.76,6.76,0.57,49.92,9.07,0.02,308.5465818,653.2288639,1139.588198,1.76,175.8715516,7.717065486
16.57,21.93,0.48,34.37,6.46,0.1041,477.2535207,746.383346,1106.458028,16.57,229.0816899,8.893797678
17.86,19.65,0.58,31.89,4.65,0.1026,314.380275,630.6938775,1031.343838,17.86,182.3405595,8.377239984
26.16,17.22,0.33,30.18,4.27,0.1668,480.1545799,861.7608327,1111.372957,26.16,158.4510114,6.006711723
17.31,21.41,0.64,28.69,5.29,0.1151,327.6056479,768.16117,1020.026684,17.31,209.6676147,8.949556068
10.36,13.08,0.61,41.3,6.17,0.0611,498.7413083,721.3517698,1067.874405,10.36,304.232198,11.68972993
24.09,9.43,0.4,31.21,2.3,0.1478,413.0447169,623.8592107,1074.471569,24.09,165.2178868,7.181252666
16.21,15.24,0.61,33.03,5.43,0.1016,298.5558768,721.572203,1176.685079,16.21,182.1190848,7.603685558
2.38,15.98,0.31,55.96,10,0.02,294.3609916,859.8574825,1083.112415,2.38,91.25190739,3.914773223
16.98,15.77,0.39,35.8,5.54,0.0938,296.4827732,811.0217797,1119.693974,16.98,115.6282815,4.899904566
27.24,16.3,0.33,24.9,3.41,0.1785,409.7764044,624.7366553,1174.955798,27.24,135.2262135,5.701092544
11.89,23.97,0.61,38.27,7.83,0.0704,458.1074245,647.9721599,1085.151888,11.89,279.445529,11.25631368
8.89,23.04,0.6,37.84,7.49,0.0659,368.6518032,717.6925472,1176.740704,8.89,221.1910819,8.871895005
4.3,22.51,0.63,46.43,9.09,0.0322,377.863867,630.4125248,1027.292263,4.3,238.0542362,10.45049581
4.54,21.03,0.3,52.33,10,0.0319,409.6432948,880.2123576,1072.968631,4.54,122.8929884,4.934951493
12.98,23.87,0.5,40.05,7.98,0.077,397.2689331,795.6876134,1018.94545,12.98,198.6344665,8.196126149
17.87,6.97,0.58,30.13,4.59,0.1055,431.3735813,628.4469004,1112.185926,17.87,250.1966771,10.25365505
2.42,10.3,0.36,57.9,10,0.02,383.7928584,836.4172387,1191.456412,2.42,138.165429,5.413471412
28.19,14.9,0.56,20.66,2,0.1772,437.0493507,710.5217786,1131.390367,28.19,244.7476364,9.590803698
22.65,21.93,0.33,34.68,5.01,0.1282,499.4083634,673.4611934,1125.215123,22.65,164.8047599,6.630542942
17.6,15.1,0.37,39.63,5.55,0.1051,357.0655253,770.9954826,1055.631726,17.6,132.1142444,5.661860343
24.85,19.96,0.49,24.75,3.1,0.1567,282.6874018,604.0116399,1186.221352,24.85,138.5168269,6.194053503
2.41,7.78,0.56,46.95,8.7,0.02,307.63751,739.619298,1094.306957,2.41,172.2770056,7.43775276
14.31,10.05,0.36,38.98,6.71,0.0832,401.7731207,853.1414979,1053.400411,14.31,144.6383235,5.862297727
18.9,19.64,0.37,30.92,6.17,0.1187,355.7367132,878.4172788,1197.539996,18.9,131.6225839,5.097271286
24.86,8.29,0.38,25.55,2.96,0.1591,486.7961706,702.7664113,1084.624787,24.86,184.9825448,7.446872674
23.5,12.03,0.4,29.07,3.7,0.1431,418.0381398,792.7309764,1074.299796,23.5,167.2152559,6.754032037
8.31,10.3,0.39,46.19,8.04,0.0507,394.4781409,668.0470315,1006.992253,8.31,153.846475,6.893770407
28.23,12,0.46,21.03,2,0.1801,455.5686903,768.0639213,1035.658995,28.23,209.5615975,8.392255301
3.73,19.17,0.56,48.66,9.57,0.0212,336.8897716,676.2083178,1161.838271,3.73,188.6582721,7.969260722
26.25,12.36,0.48,22.63,2.19,0.1636,460.3424789,771.4069526,1096.539021,26.25,220.9643899,8.579465968
29.13,16.11,0.61,13.49,2,0.182,280.6734431,651.5166352,1190.974945,29.13,171.2108003,7.368640892
5.31,7,0.59,44.88,7.85,0.0403,416.3290197,882.369767,1016.777161,5.31,245.6341216,9.571080143
21.66,21.1,0.35,30.69,5.05,0.1393,485.6465732,866.0752429,1123.188688,21.66,169.9763006,6.37439779
1.21,12.4,0.32,57.42,10,0.02,453.3291894,701.0754748,1143.99683,1.21,145.0653406,5.933927077
12.16,17.97,0.65,37.56,6.82,0.0758,467.7995223,832.9988667,1124.236625,12.16,304.0696895,11.09231404
15.49,19.51,0.33,39.91,6.67,0.0942,367.3300329,628.6512392,1105.975512,15.49,121.2189109,5.414783955
17.42,9.19,0.36,40.86,5.44,0.1082,461.3325681,822.1082726,1115.659664,17.42,166.0797245,6.430717486
28.08,22.69,0.31,28.9,2.9,0.1657,401.1829663,684.7377389,1137.909918,28.08,124.3667196,5.233678633
20.17,17.32,0.55,27.1,5.19,0.1234,416.078852,640.6925306,1172.652709,20.17,228.8433686,9.233372732
14.44,13.57,0.53,33.46,5.18,0.0875,292.9613747,803.4573654,1067.268929,14.44,155.2695286,6.654226239
24.29,8.65,0.69,18.9,2,0.1546,324.3413734,740.9420453,1091.930816,24.29,223.7955476,9.304268402
28.52,23.85,0.65,17.44,2.73,0.1788,401.2121714,759.0418805,1127.181917,28.52,260.7879114,10.1208317
0.66,20.1,0.46,53.3,10,0.02,292.9362327,756.1589352,1062.84319,0.66,134.7506671,5.995983068
29.48,9.16,0.45,21.99,2,0.1869,443.1182974,617.8343946,1035.756573,29.48,199.4032339,8.574298117
2.58,11.75,0.42,55.75,10,0.02,464.8125419,615.4140747,1193.233751,2.58,195.2212676,7.899660027
24.43,21.19,0.36,27.31,4.83,0.1668,482.4797195,780.3502512,1038.945778,24.43,173.692699,6.947990195
8.41,18.91,0.36,46.9,8.78,0.0433,302.389061,787.1593927,1046.546619,8.41,108.860062,4.830999659
3.97,20.32,0.35,55.08,10,0.02,486.7384546,614.152367,1123.73722,3.97,170.3584591,7.101356738
13.2,13.82,0.35,43.1,6.98,0.0804,294.8764017,713.5317996,1015.473662,13.2,103.2067406,4.822094572
19.32,19.33,0.4,32.56,5.55,0.1212,384.2923675,783.8553839,1006.809531,19.32,153.716947,6.546734447
11.43,12.73,0.42,41.9,6.28,0.0641,464.8552245,797.0041967,1012.802721,11.43,195.2391943,7.868324212
1.64,9.23,0.68,46.36,8.42,0.02,295.4684505,848.4827278,1024.652729,1.64,200.9185463,8.473419694
17.98,17.65,0.53,28.35,6.11,0.1168,284.0108361,726.2196851,1085.839372,17.98,150.5257431,6.646973529
27.07,24.52,0.7,17.19,2,0.1697,285.4884981,764.4773343,1165.852129,27.07,199.8419487,8.181090667
11.5,11.21,0.45,40.78,6.64,0.0714,392.4794527,773.5681127,1068.394379,11.5,176.6157537,7.290466348
6.49,14.22,0.48,41.15,7.97,0.0395,458.5512838,693.613585,1085.506283,6.49,220.1046162,8.931853824
13.28,18.48,0.43,40.12,7.52,0.0826,308.0338676,616.1476207,1120.050219,13.28,132.4545631,6.048246719
1.45,15.83,0.37,54.58,10,0.02,307.4142559,601.2677779,1060.428885,1.45,113.7432747,5.45713409
24.61,21.87,0.36,32.12,5.11,0.1539,405.0803081,850.8376248,1086.507576,24.61,145.8289109,5.803294033
24.79,20.23,0.68,17.74,2.07,0.1561,331.5450322,660.0695468,1077.262337,24.79,225.4506219,9.721396961
17.64,6.17,0.69,24.79,3.6,0.1153,440.6470217,789.0763992,1068.376708,17.64,304.046445,11.60577155
10.59,24.97,0.32,47.77,9.95,0.0694,488.9197854,773.1142436,1077.678634,10.59,156.4543313,6.24130427
23.99,20.05,0.36,28.08,4.76,0.1527,448.5273495,719.889923,1002.223542,23.99,161.4698458,6.853266014
16.64,22.28,0.47,33.39,6.63,0.1067,472.9785806,850.0479926,1177.252134,16.64,222.2999329,8.115450503
24.78,18.02,0.37,29.05,3.76,0.1594,394.3089327,809.5204787,1195.469359,24.78,145.8943051,5.676880682
18.94,22.13,0.45,30.82,5.91,0.113,463.1102469,606.822439,1172.499238,18.94,208.3996111,8.4380117
23.53,7.25,0.35,27.3,4.03,0.1573,320.2387005,833.008222,1001.148455,23.53,112.0835452,4.894458885
17.96,11.95,0.48,36.43,5.06,0.1058,295.0365359,752.0996454,1150.177109,17.96,141.6175372,6.008659186
12.42,22.53,0.41,42.99,7.36,0.0797,424.3096842,704.1057867,1114.620035,12.42,173.9669705,7.160836464
28.74,9.03,0.44,20.76,2,0.1864,291.4295508,818.065397,1018.834982,28.74,128.2290024,5.611038475
16.23,6.56,0.34,39.38,6.2,0.0951,476.3459122,805.8196889,1186.571827,16.23,161.9576102,6.118707852
18.15,20.76,0.47,34.09,5.94,0.1187,432.1419124,693.1764714,1155.243426,18.15,203.1066988,8.118362628
6.61,21.71,0.69,42.21,8.28,0.0436,489.4841596,894.9116614,1029.059257,6.61,337.7440701,12.24682536
18.77,8.25,0.43,32.02,4.26,0.1273,349.0550644,794.612546,1192.808286,18.77,150.0936777,5.990951456
17.15,22.09,0.65,29.64,5.91,0.1108,386.954828,781.7339137,1025.239751,17.15,251.5206382,10.21362491
5.55,18.74,0.64,42.21,9.35,0.0344,443.1718803,620.964109,1090.935976,5.55,283.6300034,11.60395929
1.79,15.4,0.68,46.05,9.73,0.02,333.4113768,683.7956341,1031.795147,1.79,226.7197362,9.954711405
18.13,21.61,0.62,29.08,5.86,0.1073,399.2067404,734.0922007,1030.038159,18.13,247.5081791,10.18981878
22.91,13.38,0.56,24.58,2.97,0.1445,425.0828005,789.1877113,1193.561148,22.91,238.0463683,8.919643142
15.7,8.88,0.64,32.35,4.21,0.0979,495.337904,753.8290892,1114.424556,15.7,317.0162585,11.75742093
6.8,10.7,0.33,51.9,8.8,0.0388,443.8347247,828.90988,1051.834984,6.8,146.4654592,5.91100155
20,15.1,0.49,27.43,4.61,0.1205,305.9887871,678.7703137,1155.279874,20,149.9345057,6.490745756
2.4,15.63,0.7,42.53,9.58,0.02,384.5733593,810.6470986,1175.04888,2.4,269.2013515,10.18980045
13.26,21.11,0.61,34.12,7.18,0.0875,409.5295723,844.9791141,1183.520787,13.26,249.8130391,9.248558242
4.9,20.83,0.68,46.23,8.96,0.0324,312.2570914,829.5149927,1186.596994,4.9,212.3348222,8.341235733
5.53,16.63,0.61,42.3,7.73,0.0251,375.0325325,831.2539754,1181.116366,5.53,228.7698448,8.726002503
6.07,20.62,0.65,41.8,7.65,0.0413,342.4812796,866.5521172,1127.786479,6.07,222.6128317,8.677162221
11.6,8.84,0.58,36.53,6.11,0.0719,306.1420593,625.2535627,1068.49333,11.6,177.5623944,8.111385541
1.53,6,0.6,47.92,9.06,0.02,392.6492254,809.1574714,1185.113535,1.53,235.5895352,8.97812366
11.93,22.47,0.51,39.76,7.58,0.0622,316.4392778,890.6034603,1024.499306,11.93,161.3840317,6.710756346
15.35,6.51,0.67,33.29,5.15,0.1045,409.9182299,772.095195,1033.759963,15.35,274.645214,10.96051782
14.5,9.93,0.63,33.61,4.45,0.0924,317.3333251,665.1948936,1086.765508,14.5,199.9199948,8.754161825
11.48,18.91,0.64,34.49,6.15,0.0658,439.1908832,899.6261417,1056.732988,11.48,281.0821652,10.45648941
25.17,13.19,0.57,27.22,2.09,0.1599,322.9531571,652.4031878,1123.146563,25.17,184.0832995,7.976722106
4.36,22.53,0.42,51.27,9.98,0.0252,477.1827222,700.6673092,1181.060385,4.36,200.4167433,7.817519489
15.17,10.96,0.31,40.21,6.74,0.0991,285.7660584,651.6186565,1098.206265,15.17,88.58747812,4.140862503
1.86,5.24,0.67,49.36,7.88,0.02,394.8394252,739.3538606,1110.774119,1.86,264.5424149,10.53378968
2.13,11.01,0.53,49.47,8.51,0.02,350.4230485,725.6628029,1084.626746,2.13,185.7242157,7.907980931
17.22,16.56,0.42,39.09,6.34,0.1024,329.5168357,747.372269,1141.513832,17.22,138.397071,5.829650573
16.98,12.52,0.36,36.09,4.98,0.1083,383.7526114,878.39502,1020.137756,16.98,138.1509401,5.66792544
26.34,15.7,0.63,21.3,2,0.1641,465.244298,743.4973158,1009.717977,26.34,293.1039077,11.54905645
16.74,22.53,0.63,30.28,4.75,0.1022,481.3609852,754.3878979,1128.267695,16.74,303.2574207,11.29865272
28.79,23.25,0.63,18.26,2.16,0.1839,346.714696,866.0046318,1106.975709,28.79,218.4302585,8.509445515
1.46,10.32,0.56,54.31,9.4,0.02,313.9335969,845.3273982,1081.471606,1.46,175.8028142,7.270601637
2.94,14.24,0.45,49.81,10,0.0237,438.4308985,671.9166094,1066.798528,2.94,197.2939043,8.298795701
1.32,15.98,0.42,57.32,10,0.02,408.0397196,603.8777866,1010.361489,1.32,171.3766822,7.80768024
5.56,23.98,0.3,50.41,10,0.0289,324.2235527,788.8498777,1136.111232,5.56,97.26706581,4.135483877
16.24,24.97,0.63,28.42,6.1,0.0981,447.2650734,853.4549472,1084.293507,16.24,281.7769962,10.50219122
19.37,9.71,0.33,34.1,4.5,0.1222,394.1646958,765.8550338,1089.053608,19.37,130.0743496,5.423114047
1.37,19.54,0.55,51.8,10,0.02,423.7469439,663.353076,1178.68897,1.37,233.0608191,9.321613175
28.38,12.56,0.5,19.96,2.03,0.1868,359.0545875,822.4065272,1147.509577,28.38,179.5272937,7.076701946
25.26,5.16,0.51,23.03,2.24,0.1568,376.6014635,800.8617848,1043.88863,25.26,192.0667464,7.875853114
8.9,5.19,0.67,38.49,5.76,0.0586,319.6752616,769.5097612,1131.433299,8.9,214.1824253,8.76467487
2.32,14.21,0.31,58.02,10,0.02,446.4334909,859.0008522,1026.451064,2.32,138.3943822,5.597120197
5.1,14.77,0.61,45.94,7.93,0.0266,314.5424913,835.2727059,1038.812774,5.1,191.8709197,8.042882668
3.81,5.45,0.32,56.99,8.78,0.02,451.2265708,800.3856274,1142.829848,3.81,144.3925027,5.678831621
3.7,18.74,0.32,58.74,10,0.0202,455.5617281,799.4276007,1025.178084,3.7,145.779753,6.000037991
15.56,10.88,0.47,36.13,5.57,0.0974,444.2522121,798.6607903,1056.03879,15.56,208.7985397,8.274786379
7.38,16.2,0.33,49.35,8.69,0.0427,284.2730134,757.5494235,1179.612054,7.38,93.81009441,4.038969321
10.74,11.02,0.62,38.86,6.09,0.0625,340.0893068,739.1764934,1147.663096,10.74,210.8553702,8.611528712
29.69,8.34,0.51,15.73,2,0.1966,383.0343034,812.8801378,1185.891904,29.69,195.3474947,7.493640078
20.53,13.14,0.31,33.66,4.58,0.1329,411.0197633,783.1483444,1176.366668,20.53,127.4161266,5.059245297
28.47,9.65,0.32,27.35,2.09,0.1757,482.2288619,746.9941687,1062.515884,28.47,154.3132358,6.236082217
4.28,15.7,0.55,47.27,9.1,0.0241,362.6333139,637.9984062,1126.475487,4.28,199.4483226,8.556945357
